Input video,Confidence threshold,Analysed video,Amount of drones,flag,username,timestamp
"{""video"": ""flagged\\Input video\\6de7fc99e223867425d1\\test_video_bees.mp4"", ""subtitles"": null}",0.25,flagged\Analysed video\eb1a0ee6d96d9f2b4579\image.webp,5,,,2024-05-22 15:07:51.156534
